model,lead,fold,evaluation_window,metric,value,ci_lower,ci_upper,std,n_replicates
persistence,1,3,winter_only,acc,0.6863347222568478,0.5210052885925203,0.7831900508787096,0.06694730396294096,1000
persistence,1,3,winter_only,msss_vs_climatology,0.33408441234693065,-0.005104987445587038,0.6131551938180825,0.1660629891567014,1000
persistence,1,3,winter_only,msss_vs_persistence,0.0,0.0,0.0,0.0,1000
lstm,1,3,winter_only,mae,0.5977156280082118,0.5046967758753854,0.6873869222628556,0.04717246385545285,1000
lstm,1,3,winter_only,rmse,0.738900018709633,0.6251631478314218,0.8471817375682015,0.05667839375832937,1000
lstm,1,3,winter_only,pearson_r,0.7425649920582662,0.6106894901664544,0.8156029725759696,0.05133816825897966,1000
lstm,1,3,winter_only,acc,0.7438177663823136,0.6163510090247405,0.8166245379720811,0.05085986035357483,1000
lstm,1,3,winter_only,msss_vs_climatology,0.43410106225006684,0.07459116672137667,0.6632969605423032,0.14884392184524442,1000
lstm,1,3,winter_only,msss_vs_persistence,0.15019418640676596,-0.671548071467302,0.5360284304453712,0.31490368116262707,1000
climatology,1,3,all_months,mae,0.8714373332470213,0.7867870277140309,0.9574237649301611,0.04305360366607055,1000
climatology,1,3,all_months,rmse,1.0464977060510754,0.9505131167192961,1.134087970980972,0.04722193450528028,1000
climatology,1,3,all_months,pearson_r,-0.22452004024488761,-0.3916731794937918,-0.055823834208684545,0.08335941558503741,1000
climatology,1,3,all_months,acc,,,,,1000
climatology,1,3,all_months,msss_vs_climatology,0.0,0.0,0.0,0.0,1000
climatology,1,3,all_months,msss_vs_persistence,-0.331183481504719,-0.7238962283034741,-0.06616239068429645,0.1698017938905631,1000
persistence,1,3,all_months,mae,0.7074740798316056,0.6190135014494941,0.810954127762738,0.04869145867431398,1000
persistence,1,3,all_months,rmse,0.9070251320550267,0.7869144656897068,1.0386108292201275,0.065128318853988,1000
persistence,1,3,all_months,pearson_r,0.6012159116782682,0.4982962018781431,0.6682346786397524,0.04396553888506683,1000
persistence,1,3,all_months,acc,0.6114867394603194,0.5128968151896437,0.6781378417645442,0.0425437035096619,1000
persistence,1,3,all_months,msss_vs_climatology,0.24878875534900857,0.06205636000307829,0.41991837668778714,0.09135030325341481,1000
persistence,1,3,all_months,msss_vs_persistence,0.0,0.0,0.0,0.0,1000
lstm,1,3,all_months,mae,0.5955281083426722,0.5452894992660224,0.6477194146731365,0.02585824886660672,1000
lstm,1,3,all_months,rmse,0.7707126163209151,0.6988336980209069,0.8420689760830093,0.0358217067572067,1000
lstm,1,3,all_months,pearson_r,0.6877789664363415,0.5955547343289951,0.7495424680009292,0.038487393391124954,1000
